url,name,image
https://www.hollisterco.com/shop/us/p/relaxed-twill-joggers-58603819?categoryId=12589&faceout=model&seq=16&pagefm=navigation-grid&prodvm=navigation-grid,RELAXED TWILL JOGGERS,https://img.hollisterco.com/is/image/anf/KIC_330-5044-00180-330_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/linen-blend-loose-pull-on-pants-59034148?categoryId=12589&faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,LINEN-BLEND LOOSE PULL-ON PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5039-00196-205_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/black-boot-jeans-50236422?categoryId=12589&faceout=model&seq=06&pagefm=navigation-grid&prodvm=navigation-grid,BLACK BOOTCUT JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-2302-2778-975_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/linen-blend-loose-pull-on-pants-59034130?categoryId=12589&faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,LINEN-BLEND LOOSE PULL-ON PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5040-00197-900_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/dark-wash-baggy-painter-jeans-58875598?categoryId=12589&faceout=model&seq=38&pagefm=navigation-grid&prodvm=navigation-grid,DARK WASH BAGGY PAINTER JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5029-00238-276_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/loose-chino-pants-57960959?categoryId=12589&faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,LOOSE PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4170-00107-476_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/relaxed-twill-cargo-joggers-56898616?categoryId=12589&faceout=prod&seq=27&pagefm=navigation-grid&prodvm=navigation-grid,RELAXED TWILL CARGO JOGGERS,https://img.hollisterco.com/is/image/anf/KIC_330-4107-0126-110_prod2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/washed-black-loose-carpenter-jeans-58875521?categoryId=12589&faceout=model&seq=37&pagefm=navigation-grid&prodvm=navigation-grid,WASHED BLACK LOOSE CARPENTER JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-4116-00100-977_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/washed-black-embroidered-snake-baggy-skater-jeans-59517760?categoryId=12589&faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,WASHED BLACK EMBROIDERED SNAKE BAGGY SKATER JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5204-00303-977_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/baggy-pull-on-cargo-pants-59503547?categoryId=12589&faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,BAGGY PULL-ON CARGO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5083-00249-900_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/washed-black-straight-jeans-59233869?categoryId=12589&faceout=model&seq=22&pagefm=navigation-grid&prodvm=navigation-grid,WASHED BLACK STRAIGHT JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5089-00243-977_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/light-wash-boot-jeans-59034192?categoryId=12589&faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,LIGHT WASH BOOTCUT JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5099-00009-278_model2.jpg?policy=product-large
